market_date,period,da_actual,da_pred,rt_actual,rt_pred,spread_actual,spread_pred,spread_probability
2026-06-22,10,257.0,344.3788423538208,411.647,298.8957042694092,154.647,-45.48313808441162,0.13603682816028595
2026-06-22,11,188.0,257.5346727371216,274.418,176.54223084449768,86.418,-80.9924418926239,0.13548673689365387
2026-06-22,12,109.0,177.75694751739502,34.708,147.13795602321625,-74.292,-30.618991494178772,0.11429096013307571
2026-06-22,13,0.0,125.94788980484009,-64.333,75.90415477752686,-64.333,-50.04373502731323,0.1484825611114502
2026-06-22,14,3.0,124.51013278961182,-60.105,55.542720437049866,-63.105,-68.96741235256195,0.11750885099172592
2026-06-22,15,50.0,224.34546875953674,-80.0,132.59438121318817,-130.0,-91.75108754634857,0.08214591443538666
2026-06-22,16,217.59,324.99083137512207,-80.0,248.61233711242676,-297.59000000000003,-76.37849426269531,0.19220829010009766
2026-06-22,17,347.5,378.92128586769104,121.847,353.95806908607483,-225.65300000000002,-24.96321678161621,0.23373986780643463
2026-06-22,18,448.39,444.4389259815216,407.9,437.23358178138733,-40.49000000000001,-7.205344200134277,0.3392225205898285
2026-06-22,19,491.53,473.89112973213196,425.827,435.99360197782516,-65.70299999999997,-37.89752775430679,0.4201410412788391
2026-06-22,20,475.92,477.79930651187897,404.189,448.6571596264839,-71.731,-29.14214688539505,0.42286938428878784
2026-06-22,21,440.5,463.1953318119049,386.503,436.22479224205017,-53.997000000000014,-26.970539569854736,0.21345506608486176
2026-06-22,22,469.68,470.3291962146759,396.476,445.05404007434845,-73.20400000000001,-25.275156140327454,0.1741720288991928
2026-06-22,23,489.63,480.9099762439728,415.65,461.8060998916626,-73.98000000000002,-19.10387635231018,0.34398454427719116
2026-06-22,24,555.49,485.11164677143097,460.06,470.69672852754593,-95.43,-14.41491824388504,0.3879523277282715
2026-06-23,1,493.15,506.91113805770874,516.298,452.75868368148804,23.148000000000025,-54.1524543762207,0.10786652565002441
2026-06-23,2,483.5,487.09764671325684,484.224,454.27770805358887,0.7239999999999895,-32.81993865966797,0.215510755777359
2026-06-23,3,462.5,489.88323736190796,461.672,452.75839376449585,-0.8279999999999745,-37.12484359741211,0.12478484213352203
2026-06-23,4,445.0,496.15248823165894,431.834,459.6586036682129,-13.165999999999997,-36.493884563446045,0.239981546998024
2026-06-23,5,456.0,489.7439389228821,420.861,452.93369579315186,-35.13900000000001,-36.810243129730225,0.18283049762248993
2026-06-23,6,432.5,457.63623213768005,372.65,384.0190007686615,-59.85000000000002,-73.61723136901855,0.17645743489265442
2026-06-23,7,309.0,342.6353120803833,29.937,205.20120525360107,-279.063,-137.43410682678223,0.16004948318004608
2026-06-23,8,300.0,317.32610535621643,-80.0,221.1128442287445,-380.0,-96.21326112747192,0.3656625747680664
2026-06-23,9,255.0,282.5192856788635,-80.0,195.61647510528564,-335.0,-86.90281057357788,0.5658194422721863
2026-06-23,10,247.0,178.36028623580933,-74.099,83.67436349391937,-321.099,-94.68592274188995,0.30084553360939026
2026-06-23,11,107.5,119.56651496887207,-23.296,52.69174265861511,-130.796,-66.87477231025696,0.3360989987850189
2026-06-23,12,87.61,5.339959383010864,78.628,-0.05520665645599365,-8.982,-5.395166039466858,0.15965372323989868
2026-06-23,13,2.5,35.262396693229675,190.103,5.415929913520813,187.603,-29.846466779708862,0.2625548243522644
2026-06-23,14,93.52,7.089752912521362,361.486,5.033522665500641,267.966,-2.0562302470207214,0.3376995623111725
2026-06-23,15,112.45,69.52700316905975,341.749,38.95071256160736,229.29900000000004,-30.576290607452393,0.12245968729257584
2026-06-23,16,177.85,264.9693293571472,368.4,82.53555130958557,190.54999999999998,-182.43377804756165,0.11712221801280975
2026-06-23,17,336.5,359.23973178863525,350.562,204.89075207710266,14.062000000000012,-154.3489797115326,0.09269240498542786
2026-06-23,18,441.0,426.1620409488678,408.223,379.5604782104492,-32.77699999999999,-46.60156273841858,0.11508341878652573
2026-06-23,19,490.5,457.17636370658875,411.802,393.7071152329445,-78.69799999999998,-63.46924847364426,0.13214266300201416
2026-06-23,20,454.0,447.9286277294159,410.525,394.1955820918083,-43.47500000000002,-53.733045637607574,0.07974687218666077
2026-06-23,21,432.98,448.98944449424744,427.293,377.62991416454315,-5.687000000000012,-71.35953032970428,0.05745718255639076
2026-06-23,22,441.11,450.713033080101,424.418,365.6018299460411,-16.692000000000007,-85.1112031340599,0.037973806262016296
2026-06-23,23,455.0,451.8551870584488,428.578,370.32648611068726,-26.422000000000025,-81.52870094776154,0.035025469958782196
2026-06-23,24,470.0,467.01925349235535,411.13,393.4099603295326,-58.870000000000005,-73.60929316282272,0.1236911192536354
2026-06-24,1,470.0,469.77833795547485,485.014,451.0867075920105,15.01400000000001,-18.691630363464355,0.12565258145332336
2026-06-24,2,450.0,447.17151141166687,444.458,419.0300452709198,-5.541999999999973,-28.14146614074707,0.15763744711875916
